sector,Company,기준가,Date,Volume,close,high,low,open,배당성향,gold,유가,Trend_B,Trend_F,C_operation,C_Investing,C_Finance,매출이익,순이익,영업이익,EPS,PBR,PER,UpDI,DownDI,DMI,수익률
Health Care,INTC.UW.Equity,928.2760965,2009-01-01,542.006636,12.9,15.51,12.55,14.69,332.478,919.5,41.71,58,63,378,409,-601,8226,234,1790,0.2,2.1,13.1,10.54,32.87,0.320657134,-12.00545703
Health Care,INTC.UW.Equity,927.0357864,2009-02-01,538.081795,12.74,15.14,12.05,12.82,332.478,952,39.09,51,59,378,409,-601,8226,234,1790,0.2,2.1,13.1,9.32,30.74,0.303188029,-1.240310078
Health Care,INTC.UW.Equity,945.1676546,2009-03-01,663.367166,15.05,15.83,12.07,12.51,124.041,916.5,47.94,49,62,378,409,-601,8226,234,1790,0.2,2.1,13.1,10.74,26.38,0.407126611,18.13186813
Health Care,INTC.UW.Equity,950.0181529,2009-04-01,538.347008,15.78,16.39,14.62,14.77,124.041,883.25,49.65,49,63,3384,-2225,-869,7145,629,647,0.1,2.2,15.7,11.98,24.52,0.48858075,4.850498339
Health Care,INTC.UW.Equity,949.6379248,2009-05-01,448.499693,15.72,16.74,15,15.76,124.041,975.5,59.03,49,58,3384,-2225,-869,7145,629,647,0.1,2.2,15.7,12.58,22.7,0.554185022,-0.380228137
Health Care,INTC.UW.Equity,954.917823,2009-06-01,415.957574,16.55,16.7,15.61,16.03,124.041,934.5,69.64,46,49,3384,-2225,-869,7145,629,647,0.1,2.2,15.7,11.94,21.55,0.554060325,5.279898219
Health Care,INTC.UW.Equity,971.2320224,2009-07-01,517.714021,19.25,19.8,15.78,16.67,124.041,939,64.15,47,61,4003,-3380,-340,8024,-398,-12,0.2,2.4,19.1,23.53,17.72,1.327878104,16.3141994
Health Care,INTC.UW.Equity,976.7904639,2009-08-01,356.231469,20.32,20.65,18.42,19.48,124.041,955.5,71.04,46,55,4003,-3380,-340,8024,-398,-12,0.2,2.4,19.1,25,15.9,1.572327044,5.558441558
Health Care,INTC.UW.Equity,973.099519,2009-09-01,345.531649,19.57,20.58,19.23,20.22,41.7662,995.75,69.41,47,63,4003,-3380,-340,8024,-398,-12,0.2,2.4,19.1,23.33,14.84,1.572102426,-3.690944882
Health Care,INTC.UW.Equity,970.7489825,2009-10-01,558.295367,19.11,21.26,18.79,19.49,41.7662,1040,75.72,53,68,3405,-2769,-758,9389,1856,2579,0.3,2.8,23.6,23.82,12.97,1.836545875,-2.350536536
Health Care,INTC.UW.Equity,971.2199401,2009-11-01,389.164695,19.2,20.35,18.31,19.05,41.7662,1175.75,77.99,50,61,3405,-2769,-758,9389,1856,2579,0.3,2.8,23.6,21.17,13.71,1.544128373,0.470957614
Health Care,INTC.UW.Equity,977.4699401,2009-12-01,341.476306,20.4,20.71,19.07,19.46,33.8834,1087.5,74.47,46,52,3405,-2769,-758,9389,1856,2579,0.3,2.8,23.6,22.1,12.19,1.812961444,6.25
Health Care,INTC.UW.Equity,972.5679793,2010-01-01,457.039394,19.4,21.55,19.3,20.79,33.8834,1078.5,78.33,50,70,4079,-2672,-406,10569,2282,2497,0.5,2.7,16.8,21.69,10.73,2.021435228,-4.901960784
Health Care,INTC.UW.Equity,978.3927216,2010-02-01,332.614305,20.53,20.97,18.96,19.47,33.8834,1108.25,76.39,46,56,4079,-2672,-406,10569,2282,2497,0.5,2.7,16.8,19.3,11.46,1.684118674,5.824742268
Health Care,INTC.UW.Equity,986.8194143,2010-03-01,392.396918,22.26,22.74,20.26,20.68,35.6265,1115.5,81.2,48,61,4079,-2672,-406,10569,2282,2497,0.5,2.7,16.8,26.37,9.91,2.660948537,8.426692645
Health Care,INTC.UW.Equity,989.3800612,2010-04-01,443.903457,22.83,24.28,22.17,22.4,35.6265,1179.25,84.29,52,69,3486,-1970,-990,10299,2442,3448,0.4,2.9,14.7,32.05,8.7,3.683908046,2.5606469
Health Care,INTC.UW.Equity,983.2039771,2010-05-01,535.625874,21.42,23.44,19.91,22.98,35.6265,1207.5,73.74,43,55,3486,-1970,-990,10299,2442,3448,0.4,2.9,14.7,26.16,18.84,1.388535032,-6.1760841
Health Care,INTC.UW.Equity,974.0069649,2010-06-01,398.89003,19.45,22,19.4,21.3,28.7496,1244,75.34,40,51,3486,-1970,-990,10299,2442,3448,0.4,2.9,14.7,22.63,18.89,1.197988354,-9.197012138
Health Care,INTC.UW.Equity,979.9195613,2010-07-01,478.340312,20.6,22.25,18.97,19.43,28.7496,1169,76.32,48,61,3577,-2925,-649,10765,2887,3981,0.5,2.4,10.7,18.88,17.96,1.051224944,5.912596401
Health Care,INTC.UW.Equity,965.9389788,2010-08-01,461.986362,17.72,21.28,17.6,20.9,28.7496,1246,76.6,49,69,3577,-2925,-649,10765,2887,3981,0.5,2.4,10.7,15.58,21.28,0.732142857,-13.98058252
Health Care,INTC.UW.Equity,974.4604235,2010-09-01,370.181498,19.23,19.62,17.75,17.94,29.7145,1307,75.24,44,55,3577,-2925,-649,10765,2887,3981,0.5,2.4,10.7,14.07,19.22,0.732049948,8.521444695
Health Care,INTC.UW.Equity,978.8285982,2010-10-01,379.994302,20.07,20.56,18.78,19.47,29.7145,1346.75,81.89,51,61,5550,-2972,-2597,11102,2955,4136,0.5,2.2,9.6,17.63,17.43,1.011474469,4.368174727
Health Care,INTC.UW.Equity,984.0602873,2010-11-01,330.952071,21.12,21.81,20.23,20.35,29.7145,1383.5,84.25,44,59,5550,-2972,-2597,11102,2955,4136,0.5,2.2,9.6,22.72,15.77,1.440710209,5.231689088
Health Care,INTC.UW.Equity,983.6341509,2010-12-01,235.79691,21.03,22.07,20.65,21.46,25.8192,1405.5,89.15,40,54,5550,-2972,-2597,11102,2955,4136,0.5,2.2,9.6,22.36,14.49,1.543133195,-0.426136364
Health Care,INTC.UW.Equity,985.678849,2011-01-01,342.63017,21.46,21.93,20.27,21.01,25.8192,1327,89.17,52,73,4013,-644,-4688,11457,3388,4347,0.6,2.3,10.3,20.13,15.31,1.314826911,2.04469805
Health Care,INTC.UW.Equity,985.7254473,2011-02-01,289.964778,21.47,22.2,21.01,21.49,25.8192,1411,88.58,50,70,4013,-644,-4688,11457,3388,4347,0.6,2.3,10.3,20.31,14.14,1.436350778,0.046598322
Health Care,INTC.UW.Equity,979.6704869,2011-03-01,367.706555,20.17,22.08,19.72,21.61,25.8192,1439,102.86,46,61,4013,-644,-4688,11457,3388,4347,0.6,2.3,10.3,17.31,20.17,0.858205255,-6.05496041
Health Care,INTC.UW.Equity,994.6432187,2011-04-01,408.700177,23.19,23.19,19.36,20.38,31.4557,1535.5,109.53,45,62,3971,-783,-2745,12847,3160,4158,0.6,2.3,9.3,19.83,15.81,1.25426945,14.97273178
Health Care,INTC.UW.Equity,991.7109203,2011-05-01,485.796175,22.51,23.96,22.11,23.02,31.4557,1536.5,100.9,44,61,3971,-783,-2745,12847,3160,4158,0.6,2.3,9.3,22.18,14.11,1.571934798,-2.932298404
Health Care,INTC.UW.Equity,990.1560558,2011-06-01,375.541348,22.16,22.47,21,22.45,31.4557,1505.5,96.26,42,54,3971,-783,-2745,12847,3160,4158,0.6,2.3,9.3,20.14,19.57,1.029126214,-1.554864505
Health Care,INTC.UW.Equity,990.9232038,2011-07-01,267.189999,22.33,23.39,22.08,22.21,32.4737,1628.5,97.3,42,55,6349,-4107,183,13032,2954,3935,0.5,2.4,10,24.3,17.92,1.356026786,0.767148014
Health Care,INTC.UW.Equity,981.070987,2011-08-01,457.195546,20.13,22.69,19.16,22.57,32.4737,1813.5,86.33,44,61,6349,-4107,183,13032,2954,3935,0.5,2.4,10,19.25,31.38,0.613448056,-9.852216749
Health Care,INTC.UW.Equity,987.0322389,2011-09-01,413.311846,21.33,22.98,19.16,20.28,31.4516,1620,85.52,42,55,6349,-4107,183,13032,2954,3935,0.5,2.4,10,16.85,24.92,0.676163724,5.961251863
Health Care,INTC.UW.Equity,1002.081465,2011-10-01,387.801384,24.54,25.2,20.4,21.18,31.4516,1722,86.32,45,65,6630,-4767,-3850,14233,3468,4785,0.6,2.4,9.1,23.61,19.19,1.230328296,15.04922644
Health Care,INTC.UW.Equity,1003.589208,2011-11-01,331.026635,24.91,25.5,22.51,24.11,31.4516,1746,97.16,43,62,6630,-4767,-3850,14233,3468,4785,0.6,2.4,9.1,21.65,16.47,1.314511233,1.507742461
Health Care,INTC.UW.Equity,1000.939669,2011-12-01,276.945732,24.25,25.78,23.06,24.87,31.6813,1531,98.56,38,58,6630,-4767,-3850,14233,3468,4785,0.6,2.4,9.1,20.21,14.33,1.410327983,-2.649538338
Health Care,INTC.UW.Equity,1009.888123,2012-01-01,301.101067,26.42,27,24.39,24.25,31.6813,1744,100.27,43,62,2972,-2111,-1495,13887,3360,4599,0.6,2.6,10.1,23.38,12.45,1.877911647,8.948453608
Health Care,INTC.UW.Equity,1011.629228,2012-02-01,221.966935,26.88,27.5,26.35,26.74,31.6813,1770,102.2,40,57,2972,-2111,-1495,13887,3360,4599,0.6,2.6,10.1,24.58,11.71,2.099060632,1.741105223
Health Care,INTC.UW.Equity,1016.205121,2012-03-01,223.237921,28.11,28.44,26.2,27.06,38.3126,1662.5,106.16,41,61,2972,-2111,-1495,13887,3360,4599,0.6,2.6,10.1,26.67,10.32,2.584302326,4.575892857
Health Care,INTC.UW.Equity,1017.236782,2012-04-01,204.040126,28.4,28.78,27.25,28.04,38.3126,1651.25,103.32,42,56,4739,-1765,-2176,12906,2738,3810,0.5,3,11.9,26.22,9.44,2.777542373,1.03166133
Health Care,INTC.UW.Equity,1008.222698,2012-05-01,234.807125,25.84,29.27,24.92,28.47,38.3126,1558,94.65,40,54,4739,-1765,-2176,12906,2738,3810,0.5,3,11.9,20.5,19.01,1.0783798,-9.014084507
Health Care,INTC.UW.Equity,1011.357373,2012-06-01,219.347486,26.65,27.75,24.84,25.4,37.3895,1598.5,82.3,36,51,4739,-1765,-2176,12906,2738,3810,0.5,3,11.9,17.55,16.67,1.052789442,3.134674923
Health Care,INTC.UW.Equity,1007.792645,2012-07-01,208.774914,25.7,26.86,24.68,26.51,37.3895,1622,87.9,39,53,5147,-4852,-2004,13501,2827,3832,0.5,2.7,11.3,15.6,15.64,0.997442455,-3.564727955
Health Care,INTC.UW.Equity,1004.407431,2012-08-01,191.518352,24.83,26.9,24.15,25.83,37.3895,1648.5,94.13,37,55,5147,-4852,-2004,13501,2827,3832,0.5,2.7,11.3,13.44,16.14,0.832713755,-3.385214008
Health Care,INTC.UW.Equity,995.7485506,2012-09-01,227.266214,22.68,25.1,22.48,25.03,37.823,1776,94.51,40,56,5147,-4852,-2004,13501,2827,3832,0.5,2.7,11.3,11.66,22.44,0.519607843,-8.658880387
Health Care,INTC.UW.Equity,991.1189209,2012-10-01,249.663482,21.63,23.17,21.23,22.75,37.823,1719,89.49,42,55,6026,-5332,4267,13457,2972,3841,0.6,2.3,9.9,10.47,26.75,0.391401869,-4.62962963
Health Care,INTC.UW.Equity,981.5951114,2012-11-01,247.148875,19.57,22.54,19.23,21.76,37.823,1726,86.53,40,59,6026,-5332,4267,13457,2972,3841,0.6,2.3,9.9,8.72,32.31,0.269885484,-9.523809524
Health Care,INTC.UW.Equity,987.0115652,2012-12-01,202.983023,20.63,21.3,19.5,19.88,45.2917,1657.5,87.86,36,55,6026,-5332,4267,13457,2972,3841,0.6,2.3,9.9,7.89,29.24,0.269835841,5.416453756
Health Care,INTC.UW.Equity,988.9989621,2013-01-01,216.391296,21.04,23.06,20.89,21.15,45.2917,1664.75,94.76,41,68,4285,-5317,-1738,13477,2468,3155,0.5,2,9.7,16.12,25.47,0.632901453,1.987396995
Health Care,INTC.UW.Equity,988.0959203,2013-02-01,166.862009,20.85,21.38,20.1,21.19,45.2917,1588.5,95.31,38,58,4285,-5317,-1738,13477,2468,3155,0.5,2,9.7,14.95,28.04,0.533166904,-0.903041825
Health Care,INTC.UW.Equity,992.8920834,2013-03-01,194.712936,21.85,22.03,20.67,20.79,54.4401,1598.25,92.94,40,57,4285,-5317,-1738,13477,2468,3155,0.5,2,9.7,17.67,25.72,0.687013997,4.79616307
Health Care,INTC.UW.Equity,1002.503067,2013-04-01,275.488255,23.95,24,20.75,21.67,54.4401,1469,92.02,41,60,4722,-5512,-1132,12580,2045,2519,0.4,2.1,11,25.49,21,1.213809524,9.610983982
Health Care,INTC.UW.Equity,1003.880938,2013-05-01,186.164337,24.28,24.71,23.58,23.82,54.4401,1394.5,94.51,37,60,4722,-5512,-1132,12580,2045,2519,0.4,2.1,11,28.05,19.57,1.4333163,1.377870564
Health Care,INTC.UW.Equity,1003.633821,2013-06-01,231.653796,24.22,25.98,23.42,24.88,56.0025,1192,95.77,37,60,4722,-5512,-1132,12580,2045,2519,0.4,2.1,11,31.3,16.58,1.887816647,-0.247116969
Health Care,INTC.UW.Equity,999.8353073,2013-07-01,203.315272,23.3,24.43,22.64,24.35,56.0025,1314.5,104.67,37,60,5731,-3323,-1306,12811,2000,2719,0.4,2.2,13.1,27.87,19.52,1.427766393,-3.798513625
Health Care,INTC.UW.Equity,994.1700713,2013-08-01,165.313637,21.98,23.49,21.89,23.41,56.0025,1394.75,106.57,34,55,5731,-3323,-1306,12811,2000,2719,0.4,2.2,13.1,25.05,22.22,1.127362736,-5.665236052
Health Care,INTC.UW.Equity,998.4466864,2013-09-01,172.808869,22.92,24.08,21.97,22.21,37.9907,1326.5,106.29,38,55,5731,-3323,-1306,12811,2000,2719,0.4,2.2,13.1,25.44,19.26,1.320872274,4.276615105
Health Care,INTC.UW.Equity,1005.034819,2013-10-01,183.201323,24.43,24.72,22.48,22.94,37.9907,1324,100.54,40,55,6038,-3921,-1322,13483,2950,3504,0.5,2.1,12.6,25.93,16.54,1.567714631,6.588132635
Health Care,INTC.UW.Equity,1002.619756,2013-11-01,154.145344,23.84,25.29,23.5,24.51,37.9907,1253,93.86,38,55,6038,-3921,-1322,13483,2950,3504,0.5,2.1,12.6,26.54,14.65,1.811604096,-2.415063447
Health Care,INTC.UW.Equity,1011.512373,2013-12-01,176.353883,25.96,26.04,23.4,24,42.6086,1204.5,97.63,35,54,6038,-3921,-1322,13483,2950,3504,0.5,2.1,12.6,26.85,12.26,2.19004894,8.89261745
Health Care,INTC.UW.Equity,1006.042419,2014-01-01,226.844745,24.54,26.98,24.4,25.78,42.6086,1251,94.62,43,61,3501,-2749,-1650,13834,2625,3549,0.5,2.2,14,28.89,10.27,2.813047712,-5.469953775
Health Care,INTC.UW.Equity,1006.938915,2014-02-01,146.470326,24.76,24.98,23.5,24.5,42.6086,1326.5,100.82,38,50,3501,-2749,-1650,13834,2625,3549,0.5,2.2,14,26.22,14.95,1.753846154,0.896495518
Health Care,INTC.UW.Equity,1011.179626,2014-03-01,173.463255,25.81,26.06,24.3,24.55,57.987,1291.75,100.8,35,52,3501,-2749,-1650,13834,2625,3549,0.5,2.2,14,30.18,13.27,2.274302939,4.240710824
Health Care,INTC.UW.Equity,1014.589157,2014-04-01,202.46382,26.69,27.2,25.64,25.8,57.987,1288.5,102.07,39,57,5453,-4266,-2915,12764,1930,2510,0.4,2.2,13.9,34.79,11.86,2.933389545,3.409531189
Health Care,INTC.UW.Equity,1016.949591,2014-05-01,152.641076,27.32,27.32,25.74,26.51,57.987,1250.5,102.18,36,50,5453,-4266,-2915,12764,1930,2510,0.4,2.2,13.9,31.59,10.59,2.983002833,2.36043462
Health Care,INTC.UW.Equity,1030.053545,2014-06-01,216.552244,30.9,31,27.12,27.31,40.0832,1315,105.79,35,57,5453,-4266,-2915,12764,1930,2510,0.4,2.2,13.9,46.36,8.12,5.709359606,13.10395315
Health Care,INTC.UW.Equity,1039.72992,2014-07-01,209.309895,33.89,34.83,30.44,30.99,40.0832,1285.25,103.59,38,66,5693,-986,-4607,13831,2796,3844,0.6,2.6,15.4,55.91,6.22,8.988745981,9.676375405
Health Care,INTC.UW.Equity,1042.769165,2014-08-01,155.05955,34.92,35.2,32.4,33.75,40.0832,1285.75,96.54,36,59,5693,-986,-4607,13831,2796,3844,0.6,2.6,15.4,49.62,5.3,9.362264151,3.039244615
Health Care,INTC.UW.Equity,1042.482796,2014-09-01,166.361552,34.82,35.56,33.64,34.76,33.1022,1216.5,93.21,38,57,5693,-986,-4607,13831,2796,3844,0.6,2.6,15.4,46.39,4.75,9.766315789,-0.286368843
Health Care,INTC.UW.Equity,1040.156546,2014-10-01,259.220725,34.01,34.78,29.65,34.61,33.1022,1164.25,84.4,41,63,5771,-1904,-4439,14554,3317,4540,0.7,3,16.3,35.07,22.38,1.567024129,-2.326249282
Health Care,INTC.UW.Equity,1049.683156,2014-11-01,153.285894,37.25,37.68,33,33.81,33.1022,1182.75,75.79,39,65,5771,-1904,-4439,14554,3317,4540,0.7,3,16.3,40.56,17.83,2.274817723,9.526609821
Health Care,INTC.UW.Equity,1047.105975,2014-12-01,195.392141,36.29,37.9,35.34,37.21,29.3096,1206,59.29,37,60,5771,-1904,-4439,14554,3317,4540,0.7,3,16.3,36.87,15.79,2.335022166,-2.577181208
Health Care,INTC.UW.Equity,1038.15034,2015-01-01,200.115372,33.04,37.49,33,36.67,29.3096,1260.25,47.22,39,69,4415,-449,-2274,14721,3661,4453,0.7,3,15.5,29.98,22.54,1.330079858,-8.955635161
Health Care,INTC.UW.Equity,1038.785933,2015-02-01,125.859442,33.25,34.75,32.65,33.06,29.3096,1214,50.58,38,62,4415,-449,-2274,14721,3661,4453,0.7,3,15.5,27.18,22.14,1.227642276,0.63559322
Health Care,INTC.UW.Equity,1032.831046,2015-03-01,245.002546,31.27,34.5,29.32,33.29,57.1205,1187,47.82,40,70,4415,-449,-2274,14721,3661,4453,0.7,3,15.5,21.56,30.71,0.702051449,-5.954887218
Health Care,INTC.UW.Equity,1036.924426,2015-04-01,159.337554,32.55,33.04,30.45,31.13,57.1205,1180.25,54.45,39,67,3440,-1295,-1945,12781,1992,2615,0.4,2.7,13.2,19.27,27.44,0.702259475,4.093380237
Health Care,INTC.UW.Equity,1042.792322,2015-05-01,137.260264,34.46,34.75,31.93,32.63,57.1205,1191.4,59.27,35,57,3440,-1295,-1945,12781,1992,2615,0.4,2.7,13.2,24.15,24.2,0.997933884,5.867895545
Health Care,INTC.UW.Equity,1031.068584,2015-06-01,196.990001,30.42,34.59,30.16,34.37,42.2084,1171,59.82,45,69,3440,-1295,-1945,12781,1992,2615,0.4,2.7,13.2,19.89,27.01,0.736393928,-11.72373767
Health Care,INTC.UW.Equity,1026.236237,2015-07-01,203.226252,28.95,30.92,27.63,30.49,42.2084,1098.4,50.9,40,68,5735,-9167,6043,13195,2706,2896,0.6,2.5,12.8,17.27,33.53,0.515061139,-4.83234714
Health Care,INTC.UW.Equity,1024.820002,2015-08-01,202.820885,28.54,29.68,24.88,29,42.2084,1135,42.87,42,72,5735,-9167,6043,13195,2706,2896,0.6,2.5,12.8,14.15,37.81,0.374239619,-1.416234888
Health Care,INTC.UW.Equity,1030.426169,2015-09-01,208.316121,30.14,30.32,27.67,27.91,36.6446,1114,45.48,38,63,5735,-9167,6043,13195,2706,2896,0.6,2.5,12.8,15.17,33.9,0.447492625,5.606166783
Health Care,INTC.UW.Equity,1042.768571,2015-10-01,173.064095,33.86,35.01,29.47,30.21,36.6446,1142.35,46.22,43,67,5427,2728,88,14465,3109,4192,0.6,2.5,12.9,29.06,27.11,1.071929177,12.34240212
Health Care,INTC.UW.Equity,1045.456108,2015-11-01,117.314903,34.77,35.29,31.94,33.73,36.6446,1061.9,42.44,40,65,5427,2728,88,14465,3109,4192,0.6,2.5,12.9,26.45,23.8,1.111344538,2.687536917
Health Care,INTC.UW.Equity,1044.535774,2015-12-01,132.170279,34.45,35.59,33.82,35,31.3667,1060,37.19,36,61,5427,2728,88,14465,3109,4192,0.6,2.5,12.9,25.79,22.15,1.164334086,-0.920333621
Health Care,INTC.UW.Equity,1034.579316,2016-01-01,172.552193,31.02,34.01,29.21,33.88,31.3667,1111.8,31.68,38,68,4055,-15520,-782,14914,3613,4299,0.7,2.6,14.6,20.86,34.73,0.600633458,-9.956458636
Health Care,INTC.UW.Equity,1029.969386,2016-02-01,147.630666,29.59,31.12,27.68,30.72,31.3667,1234.9,30.32,37,58,4055,-15520,-782,14914,3613,4299,0.7,2.6,14.6,18.23,35.97,0.506811232,-4.609929078
Health Care,INTC.UW.Equity,1039.296862,2016-03-01,143.546644,32.35,32.75,29.76,29.93,31.3667,1237,37.55,36,65,4055,-15520,-782,14914,3613,4299,0.7,2.6,14.6,22.17,31.71,0.699148534,9.327475498
Health Care,INTC.UW.Equity,1032.898098,2016-04-01,139.561174,30.28,32.47,30.1,32.27,120.011,1285.65,40.76,68,69,3845,-4170,1149,13702,2046,2568,0.4,2.5,13.7,20.11,28.77,0.698992006,-6.398763524
Health Care,INTC.UW.Equity,1037.224386,2016-05-01,120.425625,31.59,31.65,29.51,30.45,120.011,1212.1,46.71,45,57,3845,-4170,1149,13702,2046,2568,0.4,2.5,13.7,18.33,28.7,0.638675958,4.326287979
Health Care,INTC.UW.Equity,1041.054712,2016-06-01,141.933301,32.8,33,30.45,31.62,120.011,1320.75,48.76,37,59,3845,-4170,1149,13702,2046,2568,0.4,2.5,13.7,22.06,25.58,0.862392494,3.830326053
Health Care,INTC.UW.Equity,1047.3352,2016-07-01,136.611415,34.86,35.93,32.39,32.64,92.4466,1342,44.65,39,66,5758,-2683,-2208,13533,1330,1318,0.4,2.5,14.7,31,21.8,1.422018349,6.280487805
Health Care,INTC.UW.Equity,1050.289876,2016-08-01,102.073161,35.89,35.9,33.99,34.82,92.4466,1309.25,44.72,37,60,5758,-2683,-2208,13533,1330,1318,0.4,2.5,14.7,28.4,19.97,1.4221332,2.954675846
Health Care,INTC.UW.Equity,1055.472378,2016-09-01,140.11068,37.75,38.05,35.07,35.99,36.4369,1322.5,45.18,36,59,5758,-2683,-2208,13533,1330,1318,0.4,2.5,14.7,34.13,17.33,1.969417196,5.18250209
Health Care,INTC.UW.Equity,1047.843239,2016-10-01,119.156444,34.87,38.36,34.71,37.69,36.4369,1272,49.78,37,63,8150,-3444,-3898,15778,3378,4462,0.7,2.8,16,28.79,16.12,1.785980149,-7.629139073
Health Care,INTC.UW.Equity,1047.355714,2016-11-01,107.340304,34.7,35.65,33.42,34.9,36.4369,1178.1,45.66,37,60,8150,-3444,-3898,15778,3378,4462,0.7,2.8,16,25.91,20.26,1.27887463,-0.487525093
Health Care,INTC.UW.Equity,1051.88021,2016-12-01,120.030282,36.27,37.34,33.56,34.86,34.562,1145.9,51.97,33,61,8150,-3444,-3898,15778,3378,4462,0.7,2.8,16,28.96,16.96,1.70754717,4.524495677
Health Care,ITW.UN.Equity,993.0648236,2004-01-01,33.0894,39.05,42.5,38.15,84.16,25.735,399.75,34.31,100,82,-627.3,-318.8,-147.3,2626,283.3,431.7,0.5,3.3,24.9,26.65,11.56,2.305363322,-6.935176358
Health Care,ITW.UN.Equity,994.8830055,2004-02-01,33.576,39.76,40.29,38.38,78.79,25.735,395.85,34.68,94,81,-627.3,-318.8,-147.3,2626,283.3,431.7,0.5,3.3,24.9,24.62,10.68,2.305243446,1.818181818
Health Care,ITW.UN.Equity,994.5308928,2004-03-01,50.5648,39.62,40.25,36.46,80,25.514,423.7,36.74,82,66,-627.3,-318.8,-147.3,2626,283.3,431.7,0.5,3.3,24.9,20.95,16.64,1.259014423,-0.352112676
Health Care,ITW.UN.Equity,1003.339575,2004-04-01,51.0176,43.11,44.7,39.26,78.95,25.514,388.5,36.75,89,74,NA,NA,NA,2710,290.2,447.6,0.5,3,21.7,33,13.34,2.473763118,8.808682484
Health Care,ITW.UN.Equity,1007.58453,2004-05-01,52.5058,44.94,45.24,41.56,86.8,25.514,393.25,40.28,85,64,NA,NA,NA,2710,290.2,447.6,0.5,3,21.7,30.53,11.56,2.64100346,4.244954767
Health Care,ITW.UN.Equity,1014.282349,2004-06-01,49.8772,47.95,48.35,45,90,20.5192,395.8,38.03,91,77,NA,NA,NA,2710,290.2,447.6,0.5,3,21.7,38.15,10.11,3.773491592,6.697819315
Health Care,ITW.UN.Equity,1008.672339,2004-07-01,54.6334,45.26,48.26,43.1,96.5,20.5192,391.4,40.78,96,60,NA,NA,NA,3002,360.4,561.5,0.6,3.5,24.7,31.26,14.67,2.130879346,-5.610010428
Health Care,ITW.UN.Equity,1009.534027,2004-08-01,44.873,45.65,46.06,43.61,90.52,20.5192,407.25,44.9,94,77,NA,NA,NA,3002,360.4,561.5,0.6,3.5,24.7,28.26,13.27,2.129615674,0.861688025
Health Care,ITW.UN.Equity,1011.593173,2004-09-01,48.3396,46.59,46.86,43.78,91.54,25.5685,415.65,45.94,79,62,NA,NA,NA,3002,360.4,561.5,0.6,3.5,24.7,27.3,11.75,2.323404255,2.059145674
Health Care,ITW.UN.Equity,1010.6273,2004-10-01,43.3164,46.14,48.31,44.04,93.75,25.5685,425.55,53.28,77,66,344.6,78.2,-85.6,2967,330.1,512.2,0.5,3.7,22.7,28.02,9.83,2.850457782,-0.965872505
Health Care,ITW.UN.Equity,1012.751271,2004-11-01,38.6162,47.12,48.25,45.45,92.13,25.5685,453.4,48.47,82,53,344.6,78.2,-85.6,2967,330.1,512.2,0.5,3.7,22.7,25.12,8.81,2.851305335,2.123970524
Health Care,ITW.UN.Equity,1011.095923,2004-12-01,42.457,46.34,48.1,45.5,94.7,22.2621,435.6,43.15,72,43,344.6,78.2,-85.6,2967,330.1,512.2,0.5,3.7,22.7,22.58,7.92,2.851010101,-1.655348048
Health Care,ITW.UN.Equity,1004.945728,2005-01-01,54.5818,43.49,46.6,42.78,93.01,22.2621,422.15,46.84,78,94,217.2,-82.6,-100.1,3051,358.1,535.2,0.6,3.6,21.1,19.31,16.96,1.138561321,-6.150194217
Health Care,ITW.UN.Equity,1008.141865,2005-02-01,35.7706,44.88,45.83,43.28,87,22.2621,435.45,48.15,93,55,217.2,-82.6,-100.1,3051,358.1,535.2,0.6,3.6,21.1,17.38,15.26,1.138925295,3.196137043
Health Care,ITW.UN.Equity,1007.896767,2005-03-01,49.0844,44.77,47.32,44.25,90,26.1452,427.5,54.19,77,100,217.2,-82.6,-100.1,3051,358.1,535.2,0.6,3.6,21.1,21.2,13.39,1.583271098,-0.245098039
Health Care,ITW.UN.Equity,1001.508561,2005-04-01,43.4334,41.91,45.76,41.07,90.09,26.1452,435.7,52.98,87,64,276.3,-123.3,-71.3,3051,312.3,458.7,0.5,3.4,19.8,17.44,23.01,0.757931334,-6.388206388
Health Care,ITW.UN.Equity,1002.248241,2005-05-01,33.5468,42.22,42.95,40.83,83.7,26.1452,414.45,49.83,77,72,276.3,-123.3,-71.3,3051,312.3,458.7,0.5,3.4,19.8,15.87,21.9,0.724657534,0.739680267
Health Care,ITW.UN.Equity,996.6111025,2005-06-01,58.6596,39.84,43.07,39.5,84.51,21.5667,437.1,56.35,85,64,276.3,-123.3,-71.3,3051,312.3,458.7,0.5,3.4,19.8,13.64,24.07,0.566680515,-5.637138797
Health Care,ITW.UN.Equity,1004.116123,2005-07-01,39.8686,42.83,43.77,39.63,79.92,21.5667,429,59,85,38,395,-161.5,-78.9,3286,373.8,559.9,0.6,3.1,17.2,14.16,20.27,0.698569314,7.50502008
Health Care,ITW.UN.Equity,1002.505102,2005-08-01,36.296,42.14,43.66,41.28,85.65,21.5667,433.25,64.99,77,45,395,-161.5,-78.9,3286,373.8,559.9,0.6,3.1,17.2,12.8,18.33,0.698308783,-1.611020313
Health Care,ITW.UN.Equity,1000.203251,2005-09-01,57.2464,41.17,43.35,39.26,84.64,22.862,473.25,65.59,87,85,395,-161.5,-78.9,3286,373.8,559.9,0.6,3.1,17.2,10.77,23.2,0.464224138,-2.301850973
