sector,Company,기준가,Date,Volume,close,high,low,open,배당성향,gold,유가,Trend_B,Trend_F,C_operation,C_Investing,C_Finance,매출이익,순이익,영업이익,EPS,PBR,PER,UpDI,DownDI,DMI,수익률
Consumer Discretionary,AMZN.UW.Equity,1006.725735,2006-01-01,65.238498,44.82,48.56,43.1,NA,0,568.75,65.49,22,17,-303,84,-296,2977,199,165,0.3,79.7,74.8,NA,19.34,NA,-4.941675504
Consumer Discretionary,AMZN.UW.Equity,990.371429,2006-02-01,117.846198,37.49,44.69,37.05,NA,0,556,61.63,20,15,-303,84,-296,2977,199,165,0.3,79.7,74.8,NA,16.36,NA,-16.35430611
Consumer Discretionary,AMZN.UW.Equity,987.7573986,2006-03-01,89.415474,36.51,37.83,35.14,NA,0,582,62.69,20,15,-303,84,-296,2977,199,165,0.3,79.7,74.8,NA,15.41,NA,-2.614030408
Consumer Discretionary,AMZN.UW.Equity,984.1967303,2006-04-01,76.161295,35.21,38.84,35.02,NA,0,644,69.44,19,14,913,-477,126,2279,51,106,0.1,47,58,NA,16.36,NA,-3.56066831
Consumer Discretionary,AMZN.UW.Equity,982.492669,2006-05-01,105.743929,34.61,36.43,31.52,NA,0,653,70.84,19,13,913,-477,126,2279,51,106,0.1,47,58,NA,14.47,NA,-1.704061346
Consumer Discretionary,AMZN.UW.Equity,994.252276,2006-06-01,80.401002,38.68,38.84,32.43,NA,0,613.5,70.95,18,13,913,-477,126,2279,51,106,0.1,47,58,NA,17.69,NA,11.75960705
Consumer Discretionary,AMZN.UW.Equity,963.7714073,2006-07-01,155.658932,26.89,38.62,25.96,NA,0,632.5,74.41,19,14,-652,583,-322,2139,22,47,0.1,42.3,69.1,NA,13.25,NA,-30.48086867
Consumer Discretionary,AMZN.UW.Equity,978.4236944,2006-08-01,77.96136,30.83,30.99,25.76,NA,0,623.5,73.04,21,15,-652,583,-322,2139,22,47,0.1,42.3,69.1,NA,11.84,NA,14.6522871
Consumer Discretionary,AMZN.UW.Equity,982.6079306,2006-09-01,69.94547,32.12,32.81,29.69,NA,0,599.25,63.8,21,15,-652,583,-322,2139,22,47,0.1,42.3,69.1,NA,15.01,NA,4.184236134
Consumer Discretionary,AMZN.UW.Equity,1001.194481,2006-10-01,103.022921,38.09,38.59,30.59,NA,0,603.75,58.89,20,16,744,-523,92,2307,19,40,0.1,67.4,66.9,NA,24.62,NA,18.58655044
Consumer Discretionary,AMZN.UW.Equity,1007.101543,2006-11-01,64.187393,40.34,43.25,36.87,NA,0,646.7,59.08,24,19,744,-523,92,2307,19,40,0.1,67.4,66.9,NA,31.1,NA,5.907062221
Consumer Discretionary,AMZN.UW.Equity,1004.920086,2006-12-01,60.006483,39.46,40.64,37.7,NA,0,632,61.96,27,22,744,-523,92,2307,19,40,0.1,67.4,66.9,NA,29.03,NA,-2.18145761
Consumer Discretionary,AMZN.UW.Equity,1000.383846,2007-01-01,61.985928,37.67,39.14,36.3,NA,0,650.5,54.51,22,19,-279,235,-232,3986,98,196,0.2,37.9,87.7,NA,26.82,NA,-4.53623923
Consumer Discretionary,AMZN.UW.Equity,1004.286156,2007-02-01,75.87137,39.14,42,36.68,NA,0,664.2,59.28,21,17,-279,235,-232,3986,98,196,0.2,37.9,87.7,NA,30.29,NA,3.90230953
Consumer Discretionary,AMZN.UW.Equity,1005.946861,2007-03-01,67.581436,39.79,40.24,37.04,NA,0,661.75,60.44,21,17,-279,235,-232,3986,98,196,0.2,37.9,87.7,NA,27.81,NA,1.660705161
Consumer Discretionary,AMZN.UW.Equity,1060.081066,2007-04-01,175.102185,61.33,63.84,39.55,NA,0,677,63.98,20,16,299,-88,42,3015,111,145,0.3,46.1,67.4,NA,56.74,NA,54.13420457
Consumer Discretionary,AMZN.UW.Equity,1072.815453,2007-05-01,164.185807,69.14,73.3,59.7,NA,0,659.1,63.45,21,17,299,-88,42,3015,111,145,0.3,46.1,67.4,NA,59.62,NA,12.73438774
Consumer Discretionary,AMZN.UW.Equity,1071.759625,2007-06-01,118.595641,68.41,74.72,66.71,NA,0,650.5,67.49,21,17,299,-88,42,3015,111,145,0.3,46.1,67.4,NA,54.31,NA,-1.055828753
Consumer Discretionary,AMZN.UW.Equity,1086.567401,2007-07-01,127.209408,78.54,88.9,68.02,NA,0,665.5,74.12,22,19,237,34,72,2886,78,116,0.2,51.4,93.7,NA,58.1,NA,14.80777664
Consumer Discretionary,AMZN.UW.Equity,1088.311735,2007-08-01,85.911724,79.91,80.8,70.05,NA,0,672,72.36,22,19,237,34,72,2886,78,116,0.2,51.4,93.7,NA,49.94,NA,1.744334097
Consumer Discretionary,AMZN.UW.Equity,1104.880375,2007-09-01,60.614279,93.15,94.25,79.73,NA,0,743,79.91,23,18,237,34,72,2886,78,116,0.2,51.4,93.7,NA,57.61,NA,16.56863972
Consumer Discretionary,AMZN.UW.Equity,1100.586226,2007-10-01,114.27256,89.15,101.04,83.29,NA,0,789.5,85.8,24,20,1148,-139,168,3262,80,123,0.2,50.8,107.1,NA,53.7,NA,-4.294149222
Consumer Discretionary,AMZN.UW.Equity,1102.16783,2007-11-01,92.862401,90.56,91.47,76.5,NA,0,783.5,94.77,27,25,1148,-139,168,3262,80,123,0.2,50.8,107.1,NA,44.88,NA,1.581604038
Consumer Discretionary,AMZN.UW.Equity,1104.46465,2007-12-01,60.299406,92.64,95.91,83.86,NA,0,833.75,91.69,32,29,1148,-139,168,3262,80,123,0.2,50.8,107.1,NA,43.84,NA,2.296819788
Consumer Discretionary,AMZN.UW.Equity,1088.337707,2008-01-01,140.886052,77.7,97.43,68.87,NA,0,923.25,92.97,25,23,-645,-527,92,5673,207,271,0.5,33.4,82.7,NA,32.18,NA,-16.12694301
Consumer Discretionary,AMZN.UW.Equity,1071.31068,2008-02-01,99.966269,64.47,79.4,63.97,NA,0,971.5,95.39,24,21,-645,-527,92,5673,207,271,0.5,33.4,82.7,NA,27.61,NA,-17.02702703
Consumer Discretionary,AMZN.UW.Equity,1081.904754,2008-03-01,91.233243,71.3,76.93,61.2,NA,0,933.5,105.45,23,19,-645,-527,92,5673,207,271,0.5,33.4,82.7,NA,23.66,NA,10.59407476
Consumer Discretionary,AMZN.UW.Equity,1092.185259,2008-04-01,90.904969,78.63,82.64,70.65,NA,0,871,112.58,24,20,347,-301,14,4135,143,198,0.3,20.2,59.4,NA,26.34,NA,10.28050491
Consumer Discretionary,AMZN.UW.Equity,1095.987879,2008-05-01,64.94011,81.62,84.75,71.57,NA,0,885.75,125.4,22,19,347,-301,14,4135,143,198,0.3,20.2,59.4,NA,25.06,NA,3.802619865
Consumer Discretionary,AMZN.UW.Equity,1085.831055,2008-06-01,71.315399,73.33,84.88,72.62,NA,0,930.25,133.88,23,20,347,-301,14,4135,143,198,0.3,20.2,59.4,NA,22.23,NA,-10.15682431
Consumer Discretionary,AMZN.UW.Equity,1089.935787,2008-07-01,91.775695,76.34,82.37,63,NA,0,918,133.37,24,20,424,-7,-239,4063,158,217,0.3,14,57.3,NA,18.3,NA,4.104732033
Consumer Discretionary,AMZN.UW.Equity,1095.791171,2008-08-01,62.706578,80.81,91.75,74.05,NA,0,833,116.67,24,21,424,-7,-239,4063,158,217,0.3,14,57.3,NA,23.74,NA,5.855383809
Consumer Discretionary,AMZN.UW.Equity,1085.829532,2008-09-01,85.628344,72.76,86.77,61.33,NA,0,884.5,104.11,24,23,424,-7,-239,4063,158,217,0.3,14,57.3,NA,18.83,NA,-9.961638411
Consumer Discretionary,AMZN.UW.Equity,1064.499131,2008-10-01,147.59728,57.24,71.95,43.31,NA,0,730.75,76.61,25,25,1571,-364,-65,4264,118,154,0.3,12.4,53.5,NA,14.76,NA,-21.33040132
Consumer Discretionary,AMZN.UW.Equity,1039.097314,2008-11-01,104.464647,42.7,58.73,34.68,NA,0,814.5,57.31,29,29,1571,-364,-65,4264,118,154,0.3,12.4,53.5,NA,12.26,NA,-25.40181691
Consumer Discretionary,AMZN.UW.Equity,1059.190991,2008-12-01,89.304623,51.28,54.83,38.82,NA,0,869.75,41.12,35,38,1571,-364,-65,4264,118,154,0.3,12.4,53.5,NA,10.85,NA,20.09367681
Consumer Discretionary,AMZN.UW.Equity,1073.894579,2009-01-01,85.947849,58.82,59.73,47.64,NA,0,919.5,41.71,28,31,-585,-147,-291,6704,225,272,0.5,8.2,36.6,NA,13.55,NA,14.70358814
Consumer Discretionary,AMZN.UW.Equity,1084.044188,2009-02-01,77.831811,64.79,67.36,58.13,NA,0,952,39.09,27,27,-585,-147,-291,6704,225,272,0.5,8.2,36.6,NA,18.67,NA,10.14960898
Consumer Discretionary,AMZN.UW.Equity,1097.395014,2009-03-01,79.468296,73.44,75.61,59.82,NA,0,916.5,47.94,26,25,-585,-147,-291,6704,225,272,0.5,8.2,36.6,NA,22.96,NA,13.35082574
Consumer Discretionary,AMZN.UW.Equity,1107.035537,2009-04-01,66.881433,80.52,86.67,71.71,NA,0,883.25,49.65,25,24,468,-280,-1,4889,177,244,0.4,10.8,50.1,NA,29.22,NA,9.640522876
Consumer Discretionary,AMZN.UW.Equity,1103.89346,2009-05-01,48.253726,77.99,83.6,73.11,NA,0,975.5,59.03,24,22,468,-280,-1,4889,177,244,0.4,10.8,50.1,NA,26.58,NA,-3.142076503
Consumer Discretionary,AMZN.UW.Equity,1111.163623,2009-06-01,55.012952,83.66,88.56,76.26,NA,0,934.5,69.64,25,24,468,-280,-1,4889,177,244,0.4,10.8,50.1,NA,28.07,NA,7.270162841
Consumer Discretionary,AMZN.UW.Equity,1113.673783,2009-07-01,64.16894,85.76,94.4,75.41,NA,0,939,64.15,26,25,799,-302,63,4651,142,159,0.4,11.1,52.6,NA,28.51,NA,2.510160172
Consumer Discretionary,AMZN.UW.Equity,1108.344959,2009-08-01,41.808425,81.19,88.2,80.33,NA,0,955.5,71.04,26,26,799,-302,63,4651,142,159,0.4,11.1,52.6,NA,26.44,NA,-5.328824627
Consumer Discretionary,AMZN.UW.Equity,1123.334489,2009-09-01,46.240027,93.36,94.5,77.52,NA,0,995.75,69.41,27,27,799,-302,63,4651,142,159,0.4,11.1,52.6,NA,28.05,NA,14.98953073
Consumer Discretionary,AMZN.UW.Equity,1150.594558,2009-10-01,93.150669,118.81,125.68,88.27,NA,0,1040,75.72,29,28,2611,-1608,-51,5449,199,251,0.4,11.3,52.8,NA,43.46,NA,27.26006855
Consumer Discretionary,AMZN.UW.Equity,1164.987286,2009-11-01,61.491628,135.91,136.08,116.25,NA,0,1175.75,77.99,33,35,2611,-1608,-51,5449,199,251,0.4,11.3,52.8,NA,44.77,NA,14.39272788
Consumer Discretionary,AMZN.UW.Equity,1163.96455,2009-12-01,68.165159,134.52,145.91,125.65,NA,0,1087.5,74.47,38,42,2611,-1608,-51,5449,199,251,0.4,11.3,52.8,NA,45.32,NA,-1.022735634
Consumer Discretionary,AMZN.UW.Equity,1157.192323,2010-01-01,84.887768,125.41,136.61,118.14,NA,0,1078.5,78.33,31,32,-1098,-542,87,9519,384,476,0.9,11.4,64.1,NA,39.26,NA,-6.772227178
Consumer Discretionary,AMZN.UW.Equity,1151.602657,2010-02-01,71.002704,118.4,124.86,113.83,NA,0,1108.25,76.39,29,29,-1098,-542,87,9519,384,476,0.9,11.4,64.1,NA,35.8,NA,-5.589665896
Consumer Discretionary,AMZN.UW.Equity,1166.239481,2010-03-01,56.571522,135.73,138.19,117.53,NA,0,1115.5,81.2,29,28,-1098,-542,87,9519,384,476,0.9,11.4,64.1,NA,40.21,NA,14.63682432
Consumer Discretionary,AMZN.UW.Equity,1167.219368,2010-04-01,58.346492,137.06,151.09,130.78,NA,0,1179.25,84.29,28,26,250,-475,43,7131,299,394,0.7,10.8,57.7,NA,43.66,NA,0.979886539
Consumer Discretionary,AMZN.UW.Equity,1158.755921,2010-05-01,53.305898,125.46,139.44,117.52,NA,0,1207.5,73.74,28,26,250,-475,43,7131,299,394,0.7,10.8,57.7,NA,36.86,NA,-8.463446666
Consumer Discretionary,AMZN.UW.Equity,1145.843439,2010-06-01,50.014312,109.26,129.15,106.01,NA,0,1244,75.34,28,26,250,-475,43,7131,299,394,0.7,10.8,57.7,NA,30.98,NA,-12.91248207
Consumer Discretionary,AMZN.UW.Equity,1153.74203,2010-07-01,62.683879,117.89,124.45,105.8,NA,0,1169,76.32,30,27,855,-1128,94,6566,207,270,0.5,8.4,45.3,NA,26.89,NA,7.898590518
Consumer Discretionary,AMZN.UW.Equity,1159.628873,2010-08-01,41.708079,124.83,130.81,117.58,NA,0,1246,76.6,31,29,855,-1128,94,6566,207,270,0.5,8.4,45.3,NA,28.6,NA,5.886843668
Consumer Discretionary,AMZN.UW.Equity,1185.447987,2010-09-01,49.06448,157.06,161.75,126.17,NA,0,1307,75.24,33,32,855,-1128,94,6566,207,270,0.5,8.4,45.3,NA,41.58,NA,25.819114
Consumer Discretionary,AMZN.UW.Equity,1190.592518,2010-10-01,47.28939,165.14,171.99,151.42,NA,0,1346.75,81.89,34,33,3488,-1215,-43,7560,231,268,0.5,11,63.5,NA,42.63,NA,5.144530753
Consumer Discretionary,AMZN.UW.Equity,1196.805428,2010-11-01,47.965933,175.4,181.84,156.77,NA,0,1383.5,84.25,41,44,3488,-1215,-43,7560,231,268,0.5,11,63.5,NA,42.11,NA,6.212910258
Consumer Discretionary,AMZN.UW.Equity,1199.428005,2010-12-01,33.675805,180,185.65,173.09,NA,0,1405.5,89.15,49,52,3488,-1215,-43,7560,231,268,0.5,11,63.5,NA,41.14,NA,2.622576967
Consumer Discretionary,AMZN.UW.Equity,1193.67245,2011-01-01,37.931964,169.64,191.6,166.92,NA,0,1327,89.17,40,41,-1586,390,24,12948,416,474,0.9,11.8,71.1,NA,34.65,NA,-5.755555556
Consumer Discretionary,AMZN.UW.Equity,1195.824065,2011-02-01,34.488348,173.29,191.4,169.51,NA,0,1411,88.58,37,37,-1586,390,24,12948,416,474,0.9,11.8,71.1,NA,29.83,NA,2.151615185
Consumer Discretionary,AMZN.UW.Equity,1199.771206,2011-03-01,40.109238,180.13,181.57,160.59,NA,0,1439,102.86,37,35,-1586,390,24,12948,416,474,0.9,11.8,71.1,NA,25.86,NA,3.947140631
Consumer Discretionary,AMZN.UW.Equity,1208.859086,2011-04-01,41.05201,196.5,197.79,175.39,NA,0,1535.5,109.53,37,35,423,-951,-91,9857,201,322,0.4,11.1,78,NA,32.42,NA,9.087880975
Consumer Discretionary,AMZN.UW.Equity,1208.955779,2011-05-01,36.179199,196.69,206.39,190.91,NA,0,1536.5,100.9,38,36,423,-951,-91,9857,201,322,0.4,11.1,78,NA,34.74,NA,0.096692112
Consumer Discretionary,AMZN.UW.Equity,1212.92141,2011-06-01,32.581465,204.49,206.25,181.6,NA,0,1505.5,96.26,38,37,423,-951,-91,9857,201,322,0.4,11.1,78,NA,29.3,NA,3.965631196
Consumer Discretionary,AMZN.UW.Equity,1221.738467,2011-07-01,26.121091,222.52,227.17,203.63,NA,0,1628.5,97.3,40,41,797,100,-82,9913,191,201,0.4,12,90.1,NA,38.07,NA,8.817057069
Consumer Discretionary,AMZN.UW.Equity,1218.489321,2011-08-01,40.917869,215.29,227.44,177.12,NA,0,1813.5,86.33,42,43,797,100,-82,9913,191,201,0.4,12,90.1,NA,27.93,NA,-3.249146144
Consumer Discretionary,AMZN.UW.Equity,1218.925941,2011-09-01,35.715379,216.23,243.99,204.47,NA,0,1620,85.52,43,44,797,100,-82,9913,191,201,0.4,12,90.1,NA,30.64,NA,0.436620373
Consumer Discretionary,AMZN.UW.Equity,1217.668021,2011-10-01,38.920571,213.51,246.71,196.51,NA,0,1722,86.32,44,46,4269,-1469,-333,10876,63,79,0.1,12.7,113.8,NA,23.85,NA,-1.257919808
Consumer Discretionary,AMZN.UW.Equity,1207.729377,2011-11-01,30.031541,192.29,222.35,181.53,NA,0,1746,97.16,51,58,4269,-1469,-333,10876,63,79,0.1,12.7,113.8,NA,19.74,NA,-9.93864456
Consumer Discretionary,AMZN.UW.Equity,1197.749659,2011-12-01,26.51596,173.1,199.63,167,NA,0,1531,98.56,58,66,4269,-1469,-333,10876,63,79,0.1,12.7,113.8,NA,17.03,NA,-9.979718134
Consumer Discretionary,AMZN.UW.Equity,1210.077793,2012-01-01,25.803048,194.44,196.5,173.51,NA,0,1744,100.27,50,54,-2438,450,-1005,17431,177,260,0.4,10.2,126.4,16.923,15.3,1.106078431,12.32813403
Consumer Discretionary,AMZN.UW.Equity,1202.491905,2012-02-01,34.362602,179.69,193.57,172,NA,0,1770,102.2,47,49,-2438,450,-1005,17431,177,260,0.4,10.2,126.4,16.915,13.75,1.230181818,-7.585887677
Consumer Discretionary,AMZN.UW.Equity,1215.191554,2012-03-01,28.75239,202.51,209.85,176.58,NA,0,1662.5,106.16,45,47,-2438,450,-1005,17431,177,260,0.4,10.2,126.4,16.872,18.94,0.890813094,12.6996494
Consumer Discretionary,AMZN.UW.Equity,1229.704418,2012-04-01,29.222798,231.9,233.84,183.66,NA,0,1651.25,103.32,43,45,594,-594,67,13185,130,192,0.3,12.5,167.4,16.832,24.84,0.677616747,14.51286356
Consumer Discretionary,AMZN.UW.Equity,1221.515543,2012-05-01,24.928347,212.91,232.94,207.14,NA,0,1558,94.65,42,44,594,-594,67,13185,130,192,0.3,12.5,167.4,16.78,22.15,0.757562077,-8.188874515
Consumer Discretionary,AMZN.UW.Equity,1228.767434,2012-06-01,19.113853,228.35,228.35,206.5,NA,0,1598.5,82.3,42,43,594,-594,67,13185,130,192,0.3,12.5,167.4,16.716,20.02,0.834965035,7.25189047
Consumer Discretionary,AMZN.UW.Equity,1230.935159,2012-07-01,19.975656,233.3,240.74,212.62,NA,0,1622,87.9,45,46,943,-369,31,12834,7,107,0.2,13.8,239.9,16.633,23.01,0.722859626,2.167724984
Consumer Discretionary,AMZN.UW.Equity,1237.334644,2012-08-01,16.158597,248.23,250,228.67,NA,0,1648.5,94.13,47,48,943,-369,31,12834,7,107,0.2,13.8,239.9,16.587,25.01,0.663214714,6.399485641
Consumer Discretionary,AMZN.UW.Equity,1239.788014,2012-09-01,17.430366,254.32,264.08,244.7,NA,0,1776,94.51,49,52,943,-369,31,12834,7,107,0.2,13.8,239.9,16.519,29.45,0.560916808,2.453369859
Consumer Discretionary,AMZN.UW.Equity,1231.334098,2012-10-01,21.068995,232.82,261.9,226.15,NA,0,1719,89.49,51,55,5081,-3082,3166,13806,-274,-28,-0.3,15.3,483,16.417,24.22,0.677828241,-8.453916326
Consumer Discretionary,AMZN.UW.Equity,1239.593698,2012-11-01,18.299343,252.05,252.64,218.23,NA,0,1726,86.53,60,69,5081,-3082,3166,13806,-274,-28,-0.3,15.3,483,16.301,20.5,0.795170732,8.259599691
Consumer Discretionary,AMZN.UW.Equity,1239.232658,2012-12-01,16.390669,251.14,263.08,242.75,NA,0,1657.5,87.86,68,81,5081,-3082,3166,13806,-274,-28,-0.3,15.3,483,16.222,23.42,0.69265585,-0.361039476
Consumer Discretionary,AMZN.UW.Equity,1244.950584,2013-01-01,20.782279,265.5,284.68,253.35,NA,0,1664.75,94.76,58,67,-2372,-950,-157,21268,97,405,0.3,13.9,611.4,16.151,29.64,0.544905533,5.717926256
Consumer Discretionary,AMZN.UW.Equity,1244.487308,2013-02-01,16.64257,264.27,274.3,255.16,NA,0,1588.5,95.31,55,62,-2372,-950,-157,21268,97,405,0.3,13.9,611.4,16.112,26.93,0.598291868,-0.463276836
Consumer Discretionary,AMZN.UW.Equity,1245.327358,2013-03-01,15.924404,266.49,277.39,252.07,NA,0,1598.25,92.94,53,58,-2372,-950,-157,21268,97,405,0.3,13.9,611.4,16.024,25.13,0.63764425,0.840049949
Consumer Discretionary,AMZN.UW.Equity,1240.569205,2013-04-01,21.077981,253.81,275.8,248.56,NA,0,1469,92.02,52,56,880,-1419,-209,16070,82,181,0.2,14.4,857.6,15.905,21.82,0.728918423,-4.758152276
Consumer Discretionary,AMZN.UW.Equity,1246.565817,2013-05-01,15.372715,269.03,271.91,245.78,NA,0,1394.5,94.51,51,54,880,-1419,-209,16070,82,181,0.2,14.4,857.6,15.795,19.05,0.829133858,5.996611639
Consumer Discretionary,AMZN.UW.Equity,1249.784789,2013-06-01,15.001643,277.69,283.31,263,NA,0,1192,95.77,50,54,880,-1419,-209,16070,82,181,0.2,14.4,857.6,15.701,22.85,0.687133479,3.218971862
Consumer Discretionary,AMZN.UW.Equity,1258.258266,2013-07-01,17.456666,301.22,313.59,277.18,NA,0,1314.5,104.67,54,58,1389,-1063,-230,15704,-7,79,0,14.5,NA,15.567,33.38,0.4663571,8.473477619
Consumer Discretionary,AMZN.UW.Equity,1251.538925,2013-08-01,11.577065,280.98,306.2,279.41,NA,0,1394.75,106.57,55,60,1389,-1063,-230,15704,-7,79,0,14.5,NA,15.478,29.06,0.532622161,-6.719341345
Consumer Discretionary,AMZN.UW.Equity,1262.806631,2013-09-01,12.818874,312.64,320.5,284.17,NA,0,1326.5,106.29,56,59,1389,-1063,-230,15704,-7,79,0,14.5,NA,15.345,30.36,0.505434783,11.26770589
Consumer Discretionary,AMZN.UW.Equity,1279.244067,2013-10-01,22.293576,364.03,368.37,296.56,NA,0,1324,100.54,56,60,5578,-844,57,17092,-41,-25,-0.1,15.8,935.4,15.169,40.28,0.376588878,16.43743603
Consumer Discretionary,AMZN.UW.Equity,1287.372518,2013-11-01,15.550101,393.62,394.02,341.89,NA,0,1253,93.86,64,73,5578,-844,57,17092,-41,-25,-0.1,15.8,935.4,15.063,41.95,0.359070322,8.128450952
Consumer Discretionary,AMZN.UW.Equity,1288.685968,2013-12-01,17.521121,398.79,405.5,379.52,NA,0,1204.5,97.63,75,88,5578,-844,57,17092,-41,-25,-0.1,15.8,935.4,14.948,42.16,0.35455408,1.31344952
Consumer Discretionary,AMZN.UW.Equity,1278.63055,2014-01-01,26.203291,358.69,408.06,357.8,NA,0,1251,94.62,63,69,-2502,-924,-175,25587,239,510,0.5,18.8,687.6,14.834,34.66,0.427986151,-10.05541764
Consumer Discretionary,AMZN.UW.Equity,1279.581232,2014-02-01,25.377181,362.1,365.83,337.79,NA,0,1326.5,100.82,58,64,-2502,-924,-175,25587,239,510,0.5,18.8,687.6,14.748,31.09,0.474364748,0.950681647
Consumer Discretionary,AMZN.UW.Equity,1272.516885,2014-03-01,23.271515,336.52,383,330.89,NA,0,1291.75,100.8,57,62,-2502,-924,-175,25587,239,510,0.5,18.8,687.6,14.682,31.44,0.466984733,-7.064346866
Consumer Discretionary,AMZN.UW.Equity,1262.891899,2014-04-01,39.906477,304.13,348.17,288,NA,0,1288.5,102.07,57,63,862,-730,-189,19741,108,146,0.2,15,534.2,14.661,25.34,0.578571429,-9.624985142
Consumer Discretionary,AMZN.UW.Equity,1265.660452,2014-05-01,25.219213,312.55,314.86,284.38,NA,0,1250.5,102.18,57,59,862,-730,-189,19741,108,146,0.2,15,534.2,14.601,22.76,0.641520211,2.768552921
Consumer Discretionary,AMZN.UW.Equity,1269.573426,2014-06-01,23.642198,324.78,340.7,303.97,NA,0,1315,105.79,57,60,862,-730,-189,19741,108,146,0.2,15,534.2,14.531,28.64,0.507367318,3.912973924
Consumer Discretionary,AMZN.UW.Equity,1265.943277,2014-07-01,30.075092,312.99,364.84,311.88,NA,0,1285.25,103.59,60,65,1767,-946,-413,19340,-126,-15,-0.3,14.2,854.7,14.444,31.53,0.458103394,-3.63014964
Consumer Discretionary,AMZN.UW.Equity,1274.266226,2014-08-01,18.37218,339.04,346.65,304.6,NA,0,1285.75,96.54,62,67,1767,-946,-413,19340,-126,-15,-0.3,14.2,854.7,14.345,27.26,0.526228907,8.322949615
Consumer Discretionary,AMZN.UW.Equity,1269.370049,2014-09-01,20.295997,322.44,349.37,317.65,NA,0,1216.5,93.21,65,69,1767,-946,-413,19340,-126,-15,-0.3,14.2,854.7,14.255,25.29,0.563661526,-4.896177442
Consumer Discretionary,AMZN.UW.Equity,1264.103953,2014-10-01,34.278823,305.46,325.16,284,NA,0,1164.25,84.4,69,74,6715,-2465,5209,20579,-437,-544,-0.7,14.4,846.9,14.172,21.84,0.648901099,-5.266096018
Consumer Discretionary,AMZN.UW.Equity,1274.966259,2014-11-01,21.795732,338.64,341.15,292.32,NA,0,1182.75,75.79,74,84,6715,-2465,5209,20579,-437,-544,-0.7,14.4,846.9,14.089,23.58,0.59749788,10.86230603
Consumer Discretionary,AMZN.UW.Equity,1266.612255,2014-12-01,26.57617,310.35,340.64,293.06,NA,0,1206,59.29,81,96,6715,-2465,5209,20579,-437,-544,-0.7,14.4,846.9,14.014,20.04,0.699301397,-8.354004252
Consumer Discretionary,AMZN.UW.Equity,1280.847795,2015-01-01,31.75966,354.53,359.49,285.26,NA,0,1260.25,47.22,71,85,-1499,-1847,-652,29328,214,591,0.5,13.4,846.9,13.936,21.18,0.657979226,14.23554052
Consumer Discretionary,AMZN.UW.Equity,1288.077085,2015-02-01,20.188027,380.16,389.37,350.13,NA,0,1214,50.58,67,76,-1499,-1847,-652,29328,214,591,0.5,13.4,846.9,13.813,27.48,0.502656477,7.229289482
Consumer Discretionary,AMZN.UW.Equity,1285.956925,2015-03-01,16.430152,372.1,388.4,365.7,NA,0,1187,47.82,64,70,-1499,-1847,-652,29328,214,591,0.5,13.4,846.9,13.759,25.52,0.539145768,-2.120159933
Consumer Discretionary,AMZN.UW.Equity,1299.308174,2015-04-01,23.433687,421.78,452.64,368.34,NA,0,1180.25,54.45,64,68,1997,-1376,-692,22717,-57,255,-0.1,15.9,846.9,13.693,37.36,0.366514989,13.35124966
Consumer Discretionary,AMZN.UW.Equity,1301.074498,2015-05-01,14.030967,429.23,438.94,414.67,NA,0,1191.4,59.27,63,65,1997,-1376,-692,22717,-57,255,-0.1,15.9,846.9,13.639,34.65,0.393621934,1.766323676
Consumer Discretionary,AMZN.UW.Equity,1302.206758,2015-06-01,16.417195,434.09,447,419.16,NA,0,1171,59.82,64,65,1997,-1376,-692,22717,-57,255,-0.1,15.9,846.9,13.596,34.14,0.398242531,1.132260094
Consumer Discretionary,AMZN.UW.Equity,1325.718012,2015-07-01,26.208727,536.15,580.57,425.68,NA,0,1098.4,50.9,71,75,2610,-1377,-729,23185,92,464,0.2,17.3,846.9,13.528,52.78,0.256309208,23.51125343
Consumer Discretionary,AMZN.UW.Equity,1321.379673,2015-08-01,24.262744,512.89,542.74,451,NA,0,1135,42.87,71,74,2610,-1377,-729,23185,92,464,0.2,17.3,846.9,13.501,42.4,0.318419811,-4.338338152
Consumer Discretionary,AMZN.UW.Equity,1321.1847,2015-09-01,22.412879,511.89,549.78,490.55,NA,0,1114,45.48,69,69,2610,-1377,-729,23185,92,464,0.2,17.3,846.9,13.477,38.5,0.350051948,-0.194973581
Consumer Discretionary,AMZN.UW.Equity,1343.457063,2015-10-01,25.399716,625.9,630.62,506.14,NA,0,1142.35,46.22,73,75,8812,-1850,-1690,25358,79,406,0.2,19.3,740,13.435,44.75,0.300223464,22.2723632
Consumer Discretionary,AMZN.UW.Equity,1349.672113,2015-11-01,20.437111,664.8,682.75,620.45,NA,0,1061.9,42.44,82,87,8812,-1850,-1690,25358,79,406,0.2,19.3,740,13.327,49.41,0.269722728,6.215050328
Consumer Discretionary,AMZN.UW.Equity,1351.340284,2015-12-01,22.361864,675.89,696.38,635.34,NA,0,1060,37.19,90,97,8812,-1850,-1690,25358,79,406,0.2,19.3,740,13.301,46.17,0.000935442,1.668170878
Consumer Discretionary,AMZN.UW.Equity,1338.188736,2016-01-01,30.689629,587,657.09,547.18,NA,0,1111.8,31.68,81,83,-1953,-693,-996,35747,482,1108,1,23.8,543.7,13.306,35.77,0.371987699,-13.15154833
